

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.002  000.002: --- VIM STARTING ---
000.055  000.053: Allocated generic buffers
000.056  000.001: GUI prepared
000.057  000.001: clipboard setup
000.060  000.003: window checked
000.305  000.245: inits 1
000.309  000.004: parsing arguments
000.309  000.000: expanding arguments
000.320  000.011: shell init
000.343  000.023: inits 2
000.460  000.117: init highlight
003.413  001.300  001.300: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
003.506  001.860  000.560: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/synload.vim
009.424  000.283  000.283: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/autoload/paste.vim
011.185  002.679  002.396: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/menu.vim
011.206  007.528  004.849: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/filetype.vim
011.252  010.128  000.740: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syntax.vim
011.409  000.022  000.022: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/filetype.vim
011.828  000.257  000.257: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/ftplugin.vim
012.277  000.268  000.268: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/indent.vim
012.333  011.769  001.094: sourcing $VIM/vimrc
012.799  000.352  000.352: sourcing $VIMRUNTIME/macmap.vim
014.880  000.148  000.148: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
015.279  000.135  000.135: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
015.540  000.130  000.130: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
015.699  001.518  001.105: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/colors/murphy.vim
018.661  000.391  000.391: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/nosyntax.vim
019.525  000.213  000.213: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
019.933  000.114  000.114: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
020.196  000.133  000.133: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
020.354  001.336  000.876: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/colors/murphy.vim
020.416  001.586  000.250: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/synload.vim
020.438  002.314  000.337: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syntax.vim
020.574  000.022  000.022: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/filetype.vim
020.717  000.021  000.021: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/filetype.vim
020.857  000.020  000.020: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/ftplugin.vim
020.997  000.020  000.020: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/filetype.vim
024.059  000.034  000.034: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/ftplugin.vim
024.209  000.021  000.021: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/indent.vim
025.085  011.399  007.429: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/basic.vim
033.509  000.266  000.266: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/asyncrun.vim
033.920  000.282  000.282: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/ctrlp.vim
034.302  000.257  000.257: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/findr.vim
034.451  000.025  000.025: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/helptab.vim
034.844  000.290  000.290: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/indentLine.vim
035.246  000.278  000.278: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/lightline.vim
035.661  000.289  000.289: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/limelight.vim
036.160  000.366  000.366: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/neocomplete.vim
036.587  000.286  000.286: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/nerdtree.vim
036.903  000.191  000.191: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/openbrowser.vim
037.054  000.028  000.028: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/python-mode.vim
037.182  000.027  000.027: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/rainbow.vim
037.532  000.251  000.251: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/tagbar.vim
037.897  000.240  000.240: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/ultisnips.vim
038.266  000.245  000.245: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/unicode.vim
039.170  000.152  000.152: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
039.566  000.136  000.136: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
039.833  000.137  000.137: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
039.995  001.265  000.840: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/colors/murphy.vim
040.308  000.136  000.136: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
042.095  000.157  000.157: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
042.443  000.139  000.139: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/syntax/syncolor.vim
044.776  003.774  003.478: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/.vim/pack/ivim/opt/vim-colors-solarized/colors/solarized.vim
045.094  006.699  001.524: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/vim-colors-solarized.vim
045.487  000.257  000.257: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/vim-grep.vim
045.864  000.252  000.252: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/vim-markdown.vim
046.250  000.261  000.261: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/vim-mundo.vim
046.575  000.196  000.196: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/vim-pandoc.vim
046.979  000.280  000.280: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/vim-repl.vim
047.459  000.355  000.355: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac/vim-which-key.vim
047.480  022.231  010.610: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/_vim/_rc/pac.vim
047.489  034.530  000.900: sourcing $HOME/.vimrc
047.491  000.380: sourcing vimrc file(s)
065.456  000.527  000.527: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/getscriptPlugin.vim
066.093  000.542  000.542: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/gzip.vim
066.767  000.585  000.585: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/logiPat.vim
067.154  000.302  000.302: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/manpager.vim
067.821  000.579  000.579: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/matchparen.vim
068.640  000.734  000.734: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/netrwPlugin.vim
069.059  000.290  000.290: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/rrhelper.vim
069.316  000.139  000.139: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/spellfile.vim
069.812  000.333  000.333: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/tarPlugin.vim
070.275  000.341  000.341: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/tohtml.vim
070.777  000.387  000.387: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/vimballPlugin.vim
071.230  000.323  000.323: sourcing /private/var/containers/Bundle/Application/0357CD0E-2651-48B3-8014-D02F65266910/iVim.app/runtime/plugin/zipPlugin.vim
071.237  018.664: loading plugins
076.870  001.835  001.835: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/.vim/pack/ivim/start/asyncrun.vim/plugin/asyncrun.vim
077.687  000.328  000.328: sourcing /private/var/mobile/Containers/Data/Application/BF3B1B48-21E9-43A7-A11A-75921FCF47E9/Documents/.vim/pack/ivim/start/calendar.vim/plugin/calendar.vim
